Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDQ39,14.8,Low Fat,81.372.267,Meat,1.914.846,OUT018,2009,Medium,Tier 3,Supermarket Type2,30.573.536
NCN19,13.1,Low Fat,12.148.836,Others,191.353,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.328.271
FDR55,12.15,Regular,132.621.594,Fruits and Vegetables,1.901.872,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.781.744
FDJ38,8.6,Regular,40.369.315,Canned,189.753,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.846.295
FDZ31,15.35,Regular,113.678.422,Fruits and Vegetables,1.897.504,OUT018,2009,Medium,Tier 3,Supermarket Type2,24.927.552
NCG07,12.3,Low Fat,5.271.592,Household,189.653,OUT018,2009,Medium,Tier 3,Supermarket Type2,569.259
FDJ08,11.1,Low Fat,111.122.936,Fruits and Vegetables,1.892.846,OUT018,2009,Medium,Tier 3,Supermarket Type2,36.306.074
FDP27,8.155,Low Fat,119.937.231,Meat,189.153,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.087.283
DRF36,16.1,Low Fat,23.673.342,Soft Drinks,1.890.846,OUT018,2009,Medium,Tier 3,Supermarket Type2,53.503.688
FDP21,7.42,Regular,258.457,Snack Foods,1.889.872,OUT018,2009,Medium,Tier 3,Supermarket Type2,24.581.336
FDT32,19,Regular,65.901.299,Fruits and Vegetables,1.887.214,OUT018,2009,Medium,Tier 3,Supermarket Type2,16.957.926
NCB43,20.2,Low Fat,100.319.317,Household,1.886.898,OUT018,2009,Medium,Tier 3,Supermarket Type2,33.676.164
FDG02,7.855,Low Fat,11.307.038,Canned,1.885.188,OUT018,2009,Medium,Tier 3,Supermarket Type2,952.094
FDU58,6.61,Regular,29.129.907,Snack Foods,1.884.898,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.677.245
DRJ11,9.5,Low Fat,85.437.778,Hard Drinks,1.884.872,OUT018,2009,Medium,Tier 3,Supermarket Type2,35.926.568
FDT31,19.75,Low Fat,12.499.004,Fruits and Vegetables,1.880.872,OUT018,2009,Medium,Tier 3,Supermarket Type2,24.581.336
FDT11,5.94,Regular,29.492.018,Breads,1.880.556,OUT018,2009,Medium,Tier 3,Supermarket Type2,938.778
FDV45,16.75,low fat,45.230.944,Snack Foods,1.879.556,OUT018,2009,Medium,Tier 3,Supermarket Type2,4693.89
FDJ57,7.42,Regular,21.661.527,Seafood,1.877.582,OUT018,2009,Medium,Tier 3,Supermarket Type2,26.006.148
FDZ36,6.035,Regular,66.051.758,Baking Goods,187.724,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.050.664
FDB56,8.75,Regular,74.931.201,Fruits and Vegetables,1.876.556,OUT018,2009,Medium,Tier 3,Supermarket Type2,938.778
FDU28,19.2,Regular,94.300.933,Frozen Foods,1.875.214,OUT018,2009,Medium,Tier 3,Supermarket Type2,16.957.926
FDO46,9.6,Regular,14.270.394,Snack Foods,1.873.872,OUT018,2009,Medium,Tier 3,Supermarket Type2,26.472.208
FDG09,20.6,Regular,48.131.556,Fruits and Vegetables,1.871.556,OUT018,2009,Medium,Tier 3,Supermarket Type2,4693.89
DRE37,13.5,LF,94.603.404,Soft Drinks,1.870.872,OUT018,2009,Medium,Tier 3,Supermarket Type2,32.144.824
FDZ23,17.75,Regular,67.777.778,Baking Goods,186.924,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.169.208
NCZ53,9.6,Low Fat,24.576.875,Health and Hygiene,1.866.214,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.884.214
DRA59,8.27,Regular,128.449.055,Soft Drinks,1.865.924,OUT018,2009,Medium,Tier 3,Supermarket Type2,44.422.176
FDA20,6.78,Low Fat,66.892.471,Fruits and Vegetables,186.424,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.304.968
FDE11,17.7,Regular,135.646.297,Starchy Foods,1.860.924,OUT018,2009,Medium,Tier 3,Supermarket Type2,35.167.556
FDZ03,13.65,Regular,0,Dairy,186.024,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.287.752
FDD23,9.5,Regular,48.883.854,Starchy Foods,1.857.898,OUT018,2009,Medium,Tier 3,Supermarket Type2,26.192.572
DRJ24,11.8,Low Fat,113.790.879,Soft Drinks,1.853.924,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.701.848
FDK26,5.46,Regular,32.308.482,Canned,185.224,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.423.512
FDG04,13.1,Low Fat,6.087.409,Frozen Foods,1.850.898,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.870.898
FDO39,6.985,Regular,137.926.458,Meat,1.847.608,OUT018,2009,Medium,Tier 3,Supermarket Type2,40.427.376
FDX07,19.2,Regular,0,Fruits and Vegetables,184.595,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.844.995
FDA21,13.65,Low Fat,36.107.198,Snack Foods,1.844.924,OUT018,2009,Medium,Tier 3,Supermarket Type2,51.825.872
FDF52,9.3,Low Fat,67.055.339,Frozen Foods,1.842.292,OUT018,2009,Medium,Tier 3,Supermarket Type2,12.770.044
FDU03,18.7,Regular,91.950.972,Meat,1.842.292,OUT018,2009,Medium,Tier 3,Supermarket Type2,12.770.044
FDD14,20.7,Low Fat,170.500.183,Canned,1.841.266,OUT018,2009,Medium,Tier 3,Supermarket Type2,16.598.394
NCO53,16.2,Low Fat,175.898.114,Health and Hygiene,1.837.608,OUT018,2009,Medium,Tier 3,Supermarket Type2,29.401.728
FDE34,9.195,Low Fat,108.330.902,Snack Foods,1.836.634,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.726.451
FDP48,7.52,Regular,44.202.545,Baking Goods,182.995,OUT018,2009,Medium,Tier 3,Supermarket Type2,4394.28
FDN32,17.5,Low Fat,15.623.754,Fruits and Vegetables,1.826.266,OUT018,2009,Medium,Tier 3,Supermarket Type2,31.352.522
NCX06,17.6,Low Fat,15.750.947,Household,1.825.976,OUT018,2009,Medium,Tier 3,Supermarket Type2,16.298.784
FDH50,15,Regular,162.093.059,Canned,1.825.266,OUT018,2009,Medium,Tier 3,Supermarket Type2,12.909.862
NCN05,8.235,Low Fat,14.518.575,Health and Hygiene,182.195,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.380.235
FDX11,16,Regular,107.186.944,Baking Goods,1.819.634,OUT018,2009,Medium,Tier 3,Supermarket Type2,34.535.046
FDY39,5.305,Regular,47.220.268,Meat,1.819.608,OUT018,2009,Medium,Tier 3,Supermarket Type2,23.888.904
FDT03,21.25,Low Fat,10.039.493,Meat,1.817.608,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.025.648
FDT15,12.15,Regular,42.855.388,Meat,181.695,OUT018,2009,Medium,Tier 3,Supermarket Type2,2929.52
FDX25,16.7,Low Fat,0,Canned,1.812.292,OUT018,2009,Medium,Tier 3,Supermarket Type2,25.540.088
FDN04,11.8,Regular,14.144.442,Frozen Foods,1.804.344,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.353.032
FDS31,13.1,reg,44.372.393,Fruits and Vegetables,1.803.318,OUT018,2009,Medium,Tier 3,Supermarket Type2,28.869.088
FDY25,12,Low Fat,34.112.833,Canned,1.801.976,OUT018,2009,Medium,Tier 3,Supermarket Type2,39.841.472
FDS60,20.85,Low Fat,32.580.705,Baking Goods,180.066,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.157.192
FDX08,12.85,Low Fat,22.696.131,Fruits and Vegetables,1.799.318,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.706.477
NCI06,11.3,Low Fat,47.912.071,Household,179.866,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.258.362
FDI26,5.94,Low Fat,35.028.853,Canned,1.798.344,OUT018,2009,Medium,Tier 3,Supermarket Type2,12.490.408
FDA09,13.35,Regular,149.974.858,Snack Foods,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.932.278
FDV57,15.25,Regular,0,Snack Foods,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.056.022
DRD60,15.7,LF,37.383.778,Soft Drinks,1.797.634,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.817.634
FDD09,13.5,Low Fat,21.583.971,Fruits and Vegetables,1.795.976,OUT018,2009,Medium,Tier 3,Supermarket Type2,21.731.712
FDE04,19.75,Regular,18.096.488,Frozen Foods,179.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,2696.49
FDL39,16.1,Regular,6.358.934,Dairy,1.794.318,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.608.636
FDW49,19.5,Low Fat,82.888.496,Canned,1.786.002,OUT018,2009,Medium,Tier 3,Supermarket Type2,12.537.014
DRN47,12.1,Low Fat,16.895.293,Hard Drinks,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83
NCP43,17.75,Low Fat,30.631.323,Others,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.516.724
FDE45,12.1,Low Fat,40.521.714,Fruits and Vegetables,1.785.002,OUT018,2009,Medium,Tier 3,Supermarket Type2,55.521.062
FDG20,15.5,Regular,126.199.917,Fruits and Vegetables,1.784.028,OUT018,2009,Medium,Tier 3,Supermarket Type2,12.397.196
FDC23,18,Low Fat,17.979.145,Starchy Foods,1.783.686,OUT018,2009,Medium,Tier 3,Supermarket Type2,31.998.348
FDY27,6.38,Low Fat,32.028.115,Dairy,1.783.344,OUT018,2009,Medium,Tier 3,Supermarket Type2,32.118.192
FDM39,6.42,Low Fat,53.688.479,Dairy,1.783.002,OUT018,2009,Medium,Tier 3,Supermarket Type2,23.283.026
FDX09,9,Low Fat,65.515.067,Snack Foods,178.137,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.058.622
DRI03,06.03,Low Fat,22.796.178,Dairy,1.781.028,OUT018,2009,Medium,Tier 3,Supermarket Type2,14.168.224
FDD10,20.6,reg,46.208.155,Snack Foods,1.780.344,OUT018,2009,Medium,Tier 3,Supermarket Type2,16.059.096
NCS54,13.6,LF,10.033.871,Household,177.937,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.293.681
NCL53,7.5,Low Fat,36.382.524,Health and Hygiene,1.779.028,OUT018,2009,Medium,Tier 3,Supermarket Type2,14.168.224
FDK10,5.785,Regular,40.523.265,Snack Foods,177.866,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.853.682
FDR23,15.85,Low Fat,82.120.687,Breads,177.437,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.645.984
FDA45,21.25,Low Fat,156.012.631,Snack Foods,177.337,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.822.992
FDR26,20.7,Low Fat,43.011.277,Dairy,1.772.028,OUT018,2009,Medium,Tier 3,Supermarket Type2,33.649.532
FDS01,11.6,Low Fat,17.817.285,Canned,1.770.686,OUT018,2009,Medium,Tier 3,Supermarket Type2,14.221.488
FDW39,6.69,Regular,37.060.755,Meat,176.837,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.411.496
FDD56,15.2,Regular,104.201.019,Fruits and Vegetables,1.765.054,OUT018,2009,Medium,Tier 3,Supermarket Type2,29.767.918
NCF42,17.35,Low Fat,168.064.909,Household,1.762.712,OUT018,2009,Medium,Tier 3,Supermarket Type2,12.303.984
FDQ40,11.1,Regular,36.174.285,Frozen Foods,1.760.712,OUT018,2009,Medium,Tier 3,Supermarket Type2,15.819.408
NCY18,7.285,Low Fat,31.278.532,Household,1.760.054,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.626.581
FDW57,8.31,reg,116.148.596,Snack Foods,1.760.028,OUT018,2009,Medium,Tier 3,Supermarket Type2,4427.57
FDN01,8.895,LF,72.693.696,Breakfast,175.937,OUT018,2009,Medium,Tier 3,Supermarket Type2,529.311
FDG35,21.2,Regular,7.069.662,Starchy Foods,1.757.738,OUT018,2009,Medium,Tier 3,Supermarket Type2,19.115.118
FDU51,20.2,Regular,96.906.831,Meat,1.755.028,OUT018,2009,Medium,Tier 3,Supermarket Type2,67.299.064
DRF23,4.61,Low Fat,123.151.947,Hard Drinks,1.752.396,OUT018,2009,Medium,Tier 3,Supermarket Type2,20.932.752
FDB02,9.695,Regular,29.283.081,Canned,175.137,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.705.177
FDL24,10.3,Regular,24.998.007,Baking Goods,1.744.422,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.448.844
FDZ38,17.6,Low Fat,8.033.611,Dairy,1.742.422,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.311.055
DRJ47,18.25,Low Fat,44.430.561,Hard Drinks,174.208,OUT018,2009,Medium,Tier 3,Supermarket Type2,2596.62
FDJ46,11.1,Low Fat,4.500.603,Snack Foods,1.740.054,OUT018,2009,Medium,Tier 3,Supermarket Type2,21.012.648
FDQ25,8.63,Regular,28.391.879,Canned,1.739.422,OUT018,2009,Medium,Tier 3,Supermarket Type2,41.386.128
FDA34,11.5,Low Fat,14.921.093,Starchy Foods,173.908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.211.756
FDI45,13.1,Low Fat,37.734.334,Fruits and Vegetables,1.739.054,OUT018,2009,Medium,Tier 3,Supermarket Type2,36.772.134
FDM25,10.695,Regular,60.912.865,Breakfast,1.738.712,OUT018,2009,Medium,Tier 3,Supermarket Type2,45.700.512
FDU19,8.77,reg,46.962.004,Fruits and Vegetables,1.738.422,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.448.844
FDG33,5.365,Regular,140.811.559,Seafood,1.735.764,OUT018,2009,Medium,Tier 3,Supermarket Type2,20.613.168
FDR12,12.6,Regular,31.663.212,Baking Goods,1.732.764,OUT018,2009,Medium,Tier 3,Supermarket Type2,10.306.584
DRI51,17.25,Low Fat,42.413.704,Dairy,1.731.764,OUT018,2009,Medium,Tier 3,Supermarket Type2,44.661.864
NCC18,19.1,Low Fat,177.992.139,Household,1.731.422,OUT018,2009,Medium,Tier 3,Supermarket Type2,29.315.174
FDT19,7.59,Regular,145.631.695,Fruits and Vegetables,172.808,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.250.404
FDA31,7.1,LF,110.459.828,Fruits and Vegetables,172.108,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.250.404
FDH19,19.35,Low Fat,3.322.326,Meat,1.720.738,OUT018,2009,Medium,Tier 3,Supermarket Type2,33.017.022
DRI01,7.97,Low Fat,0,Soft Drinks,1.720.422,OUT018,2009,Medium,Tier 3,Supermarket Type2,56.905.926
FDQ10,12.85,Low Fat,33.314.389,Snack Foods,1.716.422,OUT018,2009,Medium,Tier 3,Supermarket Type2,32.764.018
DRM23,16.6,Low Fat,136.286.138,Hard Drinks,1.714.422,OUT018,2009,Medium,Tier 3,Supermarket Type2,22.417.486
NCJ30,5.82,Low Fat,80.968.973,Household,171.379,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.037.348
FDC45,17,Low Fat,136.286.138,Fruits and Vegetables,1.709.106,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.977.742
NCG54,12.1,Low Fat,80.131.363,Household,1.709.106,OUT018,2009,Medium,Tier 3,Supermarket Type2,15.399.954
FDG08,13.15,Regular,166.032.929,Fruits and Vegetables,1.708.764,OUT018,2009,Medium,Tier 3,Supermarket Type2,22.330.932
FDM09,11.15,Regular,86.281.593,Snack Foods,170.579,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.358.232
FDV02,16.75,Low Fat,60.792.265,Dairy,1.704.106,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.133.318
FDO52,11.6,Regular,77.478.931,Frozen Foods,1.703.106,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.277.765
NCU42,9,Low Fat,19.586.115,Household,1.702.474,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.211.185
FDJ58,15.6,Regular,105.725.004,Snack Foods,1.699.764,OUT018,2009,Medium,Tier 3,Supermarket Type2,27.484.224
FDY43,14.85,Low Fat,98.803.088,Fruits and Vegetables,1.697.474,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.737.896
FDZ25,15.7,Regular,27.729.547,Canned,169.379,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.528.011
FDT58,9,Low Fat,8.630.486,Snack Foods,1.680.816,OUT018,2009,Medium,Tier 3,Supermarket Type2,21.811.608
DRN37,9.6,LF,96.689.673,Soft Drinks,1.680.158,OUT018,2009,Medium,Tier 3,Supermarket Type2,13.369.264
NCQ54,17.7,Low Fat,12.593.467,Household,1.676.474,OUT018,2009,Medium,Tier 3,Supermarket Type2,38.742.902
FDD50,18.85,Low Fat,142.219.209,Canned,1.676.132,OUT018,2009,Medium,Tier 3,Supermarket Type2,15.220.188
FDX43,5.655,Low Fat,85.622.362,Fruits and Vegetables,167.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,2330.3
FDZ59,6.63,Regular,104.445.322,Baking Goods,167.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,1830.95
NCT06,17.1,Low Fat,0,Household,1.670.842,OUT018,2009,Medium,Tier 3,Supermarket Type2,13.262.736
FDY34,10.5,Regular,11.026.594,Snack Foods,1.664.842,OUT018,2009,Medium,Tier 3,Supermarket Type2,26.525.472
FDO34,17.7,Low Fat,30.060.895,Snack Foods,1.664.816,OUT018,2009,Medium,Tier 3,Supermarket Type2,20.133.792
NCK07,10.65,Low Fat,48.885.018,Others,1.661.526,OUT018,2009,Medium,Tier 3,Supermarket Type2,19.734.312
NCK18,9.6,Low Fat,6.725.388,Household,1.659.184,OUT018,2009,Medium,Tier 3,Supermarket Type2,29.721.312
NCD31,12.1,LF,15.497.337,Household,1.655.526,OUT018,2009,Medium,Tier 3,Supermarket Type2,34.535.046
FDO08,11.1,Regular,0,Fruits and Vegetables,1.655.526,OUT018,2009,Medium,Tier 3,Supermarket Type2,19.734.312
FDE36,5.26,Regular,41.942.549,Baking Goods,1.654.868,OUT018,2009,Medium,Tier 3,Supermarket Type2,22.930.152
FDV51,16.35,Low Fat,32.671.446,Meat,1.654.842,OUT018,2009,Medium,Tier 3,Supermarket Type2,14.920.578
FDW50,13.1,Low Fat,75.885.921,Dairy,1.651.158,OUT018,2009,Medium,Tier 3,Supermarket Type2,15.040.422
FDT33,7.81,Regular,3.412.912,Snack Foods,1.651.158,OUT018,2009,Medium,Tier 3,Supermarket Type2,18.382.738
NCU30,5.11,Low Fat,0,Household,164.721,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.588.662
NCO29,11.15,Low Fat,32.387.589,Health and Hygiene,1.643.526,OUT018,2009,Medium,Tier 3,Supermarket Type2,29.601.468
FDU44,12.15,Regular,58.663.727,Fruits and Vegetables,1.641.552,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.249.104
FDA47,10.5,Regular,117.149.075,Baking Goods,164.121,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.794.331
FDO58,19.6,Low Fat,39.738.393,Snack Foods,1.637.526,OUT018,2009,Medium,Tier 3,Supermarket Type2,29.601.468
DRG13,17.25,Low Fat,37.337.632,Soft Drinks,1.637.526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.289.052
FDU23,12.15,Low Fat,21.811.987,Breads,1.636.184,OUT018,2009,Medium,Tier 3,Supermarket Type2,23.116.576
NCZ54,14.65,Low Fat,83.698.962,Household,1.634.552,OUT018,2009,Medium,Tier 3,Supermarket Type2,25.992.832
FDL44,18.25,Low Fat,12.325.122,Fruits and Vegetables,1.628.894,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.471.576
FDY04,17.7,Regular,42.649.476,Frozen Foods,162.721,OUT018,2009,Medium,Tier 3,Supermarket Type2,978.726
NCM43,14.5,Low Fat,19.554.705,Others,162.421,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.957.452
FDV19,14.85,Regular,35.400.659,Fruits and Vegetables,1.619.578,OUT018,2009,Medium,Tier 3,Supermarket Type2,14.441.202
FDK50,7.96,Low Fat,28.478.742,Canned,1.618.894,OUT018,2009,Medium,Tier 3,Supermarket Type2,27.504.198
DRI23,18.85,Low Fat,137.755.834,Hard Drinks,1.618.578,OUT018,2009,Medium,Tier 3,Supermarket Type2,35.300.716
FDR28,13.85,reg,26.001.976,Frozen Foods,161.521,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.794.331
FDO57,20.75,Low Fat,109.153.001,Snack Foods,1.613.578,OUT018,2009,Medium,Tier 3,Supermarket Type2,44.928.184
DRJ01,6.135,low fat,115.500.999,Soft Drinks,1.611.236,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.444.944
NCE06,5.825,Low Fat,91.857.904,Household,1.607.894,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.617.894
NCH54,13.5,Low Fat,72.965.144,Household,160.692,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.917.504
FDJ52,7.145,Low Fat,1.785.932,Frozen Foods,1.606.578,OUT018,2009,Medium,Tier 3,Supermarket Type2,22.464.092
FDX15,17.2,Low Fat,156.935.553,Meat,1.606.578,OUT018,2009,Medium,Tier 3,Supermarket Type2,19.254.936
FDN21,18.6,Low Fat,77.168.705,Snack Foods,1.606.236,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.611.236
FDB08,6.055,Low Fat,31.230.059,Fruits and Vegetables,1.603.578,OUT018,2009,Medium,Tier 3,Supermarket Type2,17.650.358
FDE22,9.695,Low Fat,29.693.277,Snack Foods,159.792,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.716.464
DRL11,10.5,LF,48.213.766,Hard Drinks,1.596.946,OUT018,2009,Medium,Tier 3,Supermarket Type2,36.292.758
FDZ55,6.055,Low Fat,25.512.207,Fruits and Vegetables,159.692,OUT018,2009,Medium,Tier 3,Supermarket Type2,5592.72
DRJ13,12.65,Low Fat,63.146.492,Soft Drinks,1.596.578,OUT018,2009,Medium,Tier 3,Supermarket Type2,9.627.468
FDC15,18.1,Low Fat,178.694.026,Dairy,1.589.288,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.571.288
FDX47,6.55,Regular,34.745.307,Breads,1.588.288,OUT018,2009,Medium,Tier 3,Supermarket Type2,43.996.064
FDB38,19.5,Regular,27.458.099,Canned,158.792,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.556.672
FDM27,12.35,Regular,15.911.489,Meat,1.581.946,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.045.622
FDP34,12.85,LF,137.786.856,Snack Foods,157.763,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.659.871
FDC34,16,Regular,173.462.841,Snack Foods,1.576.972,OUT018,2009,Medium,Tier 3,Supermarket Type2,29.601.468
FDH24,20.7,Low Fat,21.518.435,Baking Goods,1.575.288,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.571.288
FDL26,18,Low Fat,73.490.977,Canned,1.573.972,OUT018,2009,Medium,Tier 3,Supermarket Type2,778.986
FDN60,15.1,Low Fat,95.545.715,Baking Goods,1.573.604,OUT018,2009,Medium,Tier 3,Supermarket Type2,44.368.912
FDX45,16.75,low fat,105.282.932,Snack Foods,156.963,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.816.334
FDY15,18.25,Regular,171.523.928,Dairy,155.863,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.346.945
FDV22,14.85,Regular,9.979.271,Snack Foods,155.763,OUT018,2009,Medium,Tier 3,Supermarket Type2,3129.26
FDV35,19.5,Low Fat,128.728.258,Breads,1.553.314,OUT018,2009,Medium,Tier 3,Supermarket Type2,34.128.908
FDF26,6.825,Regular,46.824.729,Canned,1.551.998,OUT018,2009,Medium,Tier 3,Supermarket Type2,24.607.968
DRF15,18.35,Low Fat,3.334.929,Dairy,155.034,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.990.742
FDU52,7.56,Low Fat,64.030.636,Frozen Foods,154.463,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.503.408
FDQ58,7.315,Low Fat,15.364.173,Snack Foods,154.334,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.287.752
DRG03,14.5,Low Fat,62.239.081,Dairy,1.542.998,OUT018,2009,Medium,Tier 3,Supermarket Type2,16.917.978
FDX48,17.75,Regular,38.042.233,Baking Goods,1.542.656,OUT018,2009,Medium,Tier 3,Supermarket Type2,33.982.432
DRM59,5.88,Low Fat,3.606.726,Hard Drinks,1.541.998,OUT018,2009,Medium,Tier 3,Supermarket Type2,13.841.982
FDW27,5.86,Regular,151.467.821,Meat,1.541.314,OUT018,2009,Medium,Tier 3,Supermarket Type2,34.128.908
DRG23,8.88,Low Fat,0,Hard Drinks,1.540.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,28.968.958
DRG37,16.2,Low Fat,19.457.372,Soft Drinks,1.539.972,OUT018,2009,Medium,Tier 3,Supermarket Type2,12.463.776
NCM06,7.475,Low Fat,76.036.381,Household,1.539.656,OUT018,2009,Medium,Tier 3,Supermarket Type2,26.259.152
FDL15,17.85,Low Fat,46.824.729,Meat,1.536.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,18.296.184
DRE49,20.75,Low Fat,21.336.565,Soft Drinks,1.536.024,OUT018,2009,Medium,Tier 3,Supermarket Type2,13.662.216
DRC24,17.85,Low Fat,2.492.239,Soft Drinks,1.534.998,OUT018,2009,Medium,Tier 3,Supermarket Type2,29.221.962
FDV01,19.2,Regular,85.296.625,Canned,1.534.314,OUT018,2009,Medium,Tier 3,Supermarket Type2,18.615.768
FDM15,11.8,reg,57.655.493,Meat,1.526.366,OUT018,2009,Medium,Tier 3,Supermarket Type2,16.625.026
NCP18,12.15,Low Fat,28.714.747,Household,1.519.708,OUT018,2009,Medium,Tier 3,Supermarket Type2,36.112.992
DRF27,8.93,Low Fat,28.533.032,Dairy,151.434,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.225.072
DRL60,8.52,Low Fat,27.169.589,Soft Drinks,1.510.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,18.296.184
NCF31,9.13,Low Fat,52.058.629,Household,1.506.024,OUT018,2009,Medium,Tier 3,Supermarket Type2,18.216.288
DRK11,8.21,low fat,10.808.272,Hard Drinks,1.505.392,OUT018,2009,Medium,Tier 3,Supermarket Type2,10.439.744
NCT42,5.88,Low Fat,249.887,Household,1.503.392,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.474.176
NCP05,19.6,Low Fat,0,Health and Hygiene,1.503.024,OUT018,2009,Medium,Tier 3,Supermarket Type2,25.806.408
FDK38,6.65,Low Fat,53.506.996,Canned,1.500.734,OUT018,2009,Medium,Tier 3,Supermarket Type2,35.633.616
FDV24,5.635,Low Fat,103.693.024,Baking Goods,149.905,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.546.685
NCP06,20.7,Low Fat,39.405.676,Household,1.498.366,OUT018,2009,Medium,Tier 3,Supermarket Type2,2.267.049
FDR48,11.65,Low Fat,0,Baking Goods,1.498.024,OUT018,2009,Medium,Tier 3,Supermarket Type2,18.216.288
FDG21,17.35,Regular,146.895.866,Seafood,149.605,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.745.125
